parentGeographicTypeId,temporalTypeId,temporal,temporalDescription,temporalColumnName,temporalRollingColumnName,temporalId,minimumTemporal,minimumTemporalId,parentTemporalTypeId,parentTemporalType,parentTemporal,parentTemporalId,parentMinimumTemporalId,parentMinimumTemporal,year,dataValue,descriptiveValue,descriptiveValueName,includeDescriptiveValueName,COUNT,OBJECTID,FIPS,COUNTY,NAME
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.381,,,,0.381,94873,55027,Dodge,Dodge
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.358,,,,0.358,88554,55027,Dodge,Dodge
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.371,,,,0.371,36023,55027,Dodge,Dodge
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.336,,,,0.336,61336,55027,Dodge,Dodge
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.317,,,,0.317,78811,55029,Door,Door
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.227,,,,0.227,94933,55029,Door,Door
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.252,,,,0.252,97929,55029,Door,Door
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.253,,,,0.253,100601,55029,Door,Door
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.178,,,,0.178,61396,55029,Door,Door
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.295,,,,0.295,78871,55031,Douglas,Douglas
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.250,,,,0.25,94993,55031,Douglas,Douglas
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.179,,,,0.179,88614,55031,Douglas,Douglas
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.196,,,,0.196,36083,55031,Douglas,Douglas
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.293,,,,0.293,61456,55031,Douglas,Douglas
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.335,,,,0.335,78931,55033,Dunn,Dunn
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.354,,,,0.354,95053,55033,Dunn,Dunn
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.280,,,,0.28,88674,55033,Dunn,Dunn
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.308,,,,0.308,100661,55033,Dunn,Dunn
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.228,,,,0.228,87701,55033,Dunn,Dunn
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.449,,,,0.449,78991,55035,Eau Claire,Eau Claire
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.425,,,,0.425,95113,55035,Eau Claire,Eau Claire
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.471,,,,0.471,88734,55035,Eau Claire,Eau Claire
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.507,,,,0.507,36143,55035,Eau Claire,Eau Claire
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.349,,,,0.349,87761,55035,Eau Claire,Eau Claire
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.018,,,,0.018,79051,55037,Florence,Florence
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.054,,,,0.054,95173,55037,Florence,Florence
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.004,,,,0.004,97989,55037,Florence,Florence
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.007,,,,0.007,100721,55037,Florence,Florence
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.009,,,,0.009,87821,55037,Florence,Florence
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.410,,,,0.41,79111,55039,Fond du Lac,Fond du Lac
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.476,,,,0.476,95233,55039,Fond du Lac,Fond du Lac
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.483,,,,0.483,88794,55039,Fond du Lac,Fond du Lac
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.447,,,,0.447,36203,55039,Fond du Lac,Fond du Lac
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.362,,,,0.362,87881,55039,Fond du Lac,Fond du Lac
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.371,,,,0.371,79171,55041,Forest,Forest
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.406,,,,0.406,95293,55041,Forest,Forest
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.472,,,,0.472,88854,55041,Forest,Forest
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.391,,,,0.391,36263,55041,Forest,Forest
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.583,,,,0.583,87941,55041,Forest,Forest
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.165,,,,0.165,79231,55043,Grant,Grant
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.236,,,,0.236,95353,55043,Grant,Grant
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.191,,,,0.191,88914,55043,Grant,Grant
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.141,,,,0.141,36323,55043,Grant,Grant
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.107,,,,0.107,88001,55043,Grant,Grant
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.332,,,,0.332,79291,55045,Green,Green
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.236,,,,0.236,95413,55045,Green,Green
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.234,,,,0.234,88974,55045,Green,Green
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.273,,,,0.273,36383,55045,Green,Green
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.144,,,,0.144,88061,55045,Green,Green
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.387,,,,0.387,79351,55047,Green Lake,Green Lake
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.439,,,,0.439,95473,55047,Green Lake,Green Lake
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.437,,,,0.437,89034,55047,Green Lake,Green Lake
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.410,,,,0.41,36443,55047,Green Lake,Green Lake
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.245,,,,0.245,88121,55047,Green Lake,Green Lake
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.214,,,,0.214,79411,55049,Iowa,Iowa
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.150,,,,0.15,46528,55049,Iowa,Iowa
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.185,,,,0.185,40117,55049,Iowa,Iowa
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.172,,,,0.172,36503,55049,Iowa,Iowa
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.126,,,,0.126,22459,55049,Iowa,Iowa
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.032,,,,0.032,79471,55051,Iron,Iron
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.068,,,,0.068,46588,55051,Iron,Iron
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.053,,,,0.053,98049,55051,Iron,Iron
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.049,,,,0.049,100781,55051,Iron,Iron
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.073,,,,0.073,22519,55051,Iron,Iron
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.445,,,,0.445,79531,55053,Jackson,Jackson
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.360,,,,0.36,46648,55053,Jackson,Jackson
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.383,,,,0.383,40177,55053,Jackson,Jackson
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.429,,,,0.429,36563,55053,Jackson,Jackson
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.432,,,,0.432,22579,55053,Jackson,Jackson
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.543,,,,0.543,79591,55055,Jefferson,Jefferson
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.494,,,,0.494,46708,55055,Jefferson,Jefferson
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.508,,,,0.508,55588,55055,Jefferson,Jefferson
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.473,,,,0.473,103552,55055,Jefferson,Jefferson
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.342,,,,0.342,22639,55055,Jefferson,Jefferson
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.381,,,,0.381,22076,55057,Juneau,Juneau
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.286,,,,0.286,46768,55057,Juneau,Juneau
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.288,,,,0.288,55648,55057,Juneau,Juneau
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.239,,,,0.239,103612,55057,Juneau,Juneau
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.278,,,,0.278,22699,55057,Juneau,Juneau
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.712,,,,0.712,22136,55059,Kenosha,Kenosha
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.700,,,,0.7,46828,55059,Kenosha,Kenosha
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.676,,,,0.676,55708,55059,Kenosha,Kenosha
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.697,,,,0.697,100841,55059,Kenosha,Kenosha
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.622,,,,0.622,22759,55059,Kenosha,Kenosha
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.339,,,,0.339,22196,55061,Kewaunee,Kewaunee
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.282,,,,0.282,46888,55061,Kewaunee,Kewaunee
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.316,,,,0.316,55768,55061,Kewaunee,Kewaunee
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.287,,,,0.287,103672,55061,Kewaunee,Kewaunee
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.136,,,,0.136,22819,55061,Kewaunee,Kewaunee
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.454,,,,0.454,22256,55063,La Crosse,La Crosse
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.494,,,,0.494,46948,55063,La Crosse,La Crosse
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.520,,,,0.52,98109,55063,La Crosse,La Crosse
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.530,,,,0.53,100901,55063,La Crosse,La Crosse
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.342,,,,0.342,22879,55063,La Crosse,La Crosse
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.378,,,,0.378,52697,55065,Lafayette,Lafayette
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.407,,,,0.407,47008,55065,Lafayette,Lafayette
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.367,,,,0.367,55828,55065,Lafayette,Lafayette
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.343,,,,0.343,53423,55065,Lafayette,Lafayette
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.166,,,,0.166,57715,55065,Lafayette,Lafayette
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.124,,,,0.124,52757,55067,Langlade,Langlade
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.166,,,,0.166,47068,55067,Langlade,Langlade
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.179,,,,0.179,55888,55067,Langlade,Langlade
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.256,,,,0.256,53483,55067,Langlade,Langlade
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.178,,,,0.178,57775,55067,Langlade,Langlade
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.093,,,,0.093,52817,55069,Lincoln,Lincoln
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.074,,,,0.074,47128,55069,Lincoln,Lincoln
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.059,,,,0.059,55948,55069,Lincoln,Lincoln
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.049,,,,0.049,53543,55069,Lincoln,Lincoln
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.098,,,,0.098,57835,55069,Lincoln,Lincoln
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.444,,,,0.444,52877,55071,Manitowoc,Manitowoc
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.419,,,,0.419,47188,55071,Manitowoc,Manitowoc
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.454,,,,0.454,56008,55071,Manitowoc,Manitowoc
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.484,,,,0.484,53603,55071,Manitowoc,Manitowoc
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.325,,,,0.325,57895,55071,Manitowoc,Manitowoc
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.511,,,,0.511,79651,55073,Marathon,Marathon
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.527,,,,0.527,47248,55073,Marathon,Marathon
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.556,,,,0.556,56068,55073,Marathon,Marathon
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.539,,,,0.539,53663,55073,Marathon,Marathon
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.393,,,,0.393,57955,55073,Marathon,Marathon
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.210,,,,0.21,79711,55075,Marinette,Marinette
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.161,,,,0.161,47308,55075,Marinette,Marinette
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.127,,,,0.127,56128,55075,Marinette,Marinette
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.093,,,,0.093,53723,55075,Marinette,Marinette
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.081,,,,0.081,58015,55075,Marinette,Marinette
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.183,,,,0.183,79771,55077,Marquette,Marquette
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.240,,,,0.24,47368,55077,Marquette,Marquette
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.301,,,,0.301,56188,55077,Marquette,Marquette
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.270,,,,0.27,53783,55077,Marquette,Marquette
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.195,,,,0.195,58075,55077,Marquette,Marquette
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.868,,,,0.868,79831,55078,Menominee,Menominee
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.748,,,,0.748,47428,55078,Menominee,Menominee
1,1,2016,Single Year,ReportYear,RollingYearCount,2016,,,,,,,,,2016,0.820,,,,0.82,99461,55078,Menominee,Menominee
1,1,2018,Single Year,ReportYear,RollingYearCount,2018,,,,,,,,,2018,0.593,,,,0.593,77679,55078,Menominee,Menominee
1,1,2020,Single Year,ReportYear,RollingYearCount,2020,,,,,,,,,2020,0.995,,,,0.995,58135,55078,Menominee,Menominee
1,1,2010,Single Year,ReportYear,RollingYearCount,2010,,,,,,,,,2010,0.916,,,,0.916,79891,55079,Milwaukee,Milwaukee
1,1,2014,Single Year,ReportYear,RollingYearCount,2014,,,,,,,,,2014,0.913,,,,0.913,83261,55079,Milwaukee,Milwaukee
